Time (min),Mean Intensity (A.U.),Protein Concentration (ng per ÂµL),Protein Concentration (nM),Number of Protein Molecules,Rate of Change of Number of Protein Molecules (PM per min)
110.5,196.89398670196500,7.183208514292690,73.5231168300173,88227740196.02080,2234118093.042270
111.0,199.29512691497800,7.270808400460020,74.41973797809640,89303685573.71570,2072878397.7962300
111.5,201.51993870735200,7.3519753638466,75.25051549484750,90300618593.81700,2055910572.1259900
112.0,203.88321256637600,7.438193786207270,76.13299678820140,91359596145.84160,2113241979.3931300
112.5,206.23596835136400,7.524028481668860,77.01155047767510,92413860573.21010,2152876199.7145200
113.0,208.68769216537500,7.613473790134030,77.92706028796350,93512472345.55620,2208935845.3552900
113.5,211.16555380821200,7.7038726750782,78.8523303488045,94622796418.5654,2241853040.413560
114.0,213.69073748588600,7.795997991841040,79.79527115497480,95754325385.96970,2303616169.4367100
114.5,216.30643320083600,7.891425424873170,80.77201049000180,96926412588.0021,2286385743.7935300
115.0,218.79316449165300,7.982147897814890,81.70059260813610,98040711129.76330,2133815480.037200
115.5,221.06837582588200,8.065153568539530,82.55019005669950,99060228068.0393,2156373971.5261500
116.0,223.60544991493200,8.157712678663310,83.49757091774120,100197085101.28900,2259873830.011020
116.5,226.1116373538970,8.249144962866260,84.43341824837530,101320101898.05000,2296809402.929760
117.0,228.73113894462600,8.344711244218510,85.411578753516,102493894504.21900,2269121131.009860
117.5,231.17553567886400,8.433889241615980,86.32435252421680,103589223029.06000,2258450042.4443100
118.0,233.7712230682370,8.528586718507520,87.29362045555290,104752344546.66300,2306827623.946700
118.5,236.32358193397500,8.62170345733231,88.24670887750570,105896050653.00700,2284433658.071400
119.0,238.86929368972800,8.714577692168830,89.1973151706124,107036778204.73500,2277854129.2139400
119.5,241.40696930885300,8.807158747685810,90.14492065185070,108173904782.22100,2398135707.1229100
120.0,244.2211081981660,8.909825907657090,91.19576159321480,109434913911.85800,2343268551.6764500
120.5,246.63633918762200,8.997939862268140,92.0976444449144,110517173333.89700,2318339502.4987900
121.0,249.3948450088500,9.098577382152200,93.12771117863050,111753253414.35700,2479187327.646880
121.5,252.1690330505370,9.199787030527390,94.16363388462020,112996360661.54400,2437966182.9977400
122.0,254.8355474472050,9.297068462217930,95.15934966446190,114191219597.35400,2351378809.7495000
122.5,257.41650223732000,9.391228455287830,96.12311622607810,115347739471.29400,2336260294.710270
123.0,260.049277305603,9.487278987878930,97.10623324338720,116527479892.06500,2550351279.2966200
123.5,263.1080095767980,9.598869555277230,98.24840895882530,117898090750.59000,2545137313.0322100
124.0,265.7291488647460,9.694495584114960,99.22718100424730,119072617205.0970,2391345820.5166500
124.5,268.4446713924410,9.793564960830950,100.2411971425890,120289436571.10700,2479565095.5493200
125.0,271.26268577575700,9.896373508977610,101.29348525053800,121552182300.64600,2558522967.387730
125.5,274.15441513061500,10.001871372425800,102.3732996154120,122847959538.49500,2545493820.806670
126.0,276.94335293769800,10.103619130888300,103.41473010121100,124097676121.45300,2375455851.2852200
126.5,279.45561599731400,10.195273069651200,104.35284615815000,125223415389.78000,2457430738.2721300
127.0,282.4274935722350,10.303694950162600,105.46258904977100,126555106859.72500,2684914107.8072400
127.5,285.44742131233200,10.413869826595200,106.5902745813230,127908329497.5870,2672762609.223530
128.0,288.3921809196470,10.521302372596900,107.6898912241240,129227869468.94800,2575353723.991580
128.5,291.19472551345800,10.623546542290200,108.7364026846490,130483683221.57900,2493066024.6691900
129.0,293.9558472633360,10.724279498105400,109.76744624468100,131720935493.61800,2463732069.2737900
129.5,296.69292855262800,10.824135394930200,110.78951274237700,132947415290.85200,2559431917.98555
130.0,299.6676194667820,10.932659913428000,111.90030617633600,134280367411.60300,2676097671.6134200
130.5,302.6650586128240,11.04201434702740,113.01959413538800,135623512962.46600,2614831003.9711500
131.0,305.5030233860020,11.14555073766800,114.07933201297900,136895198415.57400,2605202836.86026
131.5,308.47897577285800,11.254121277995100,115.19059649943800,138228715799.32600,2495389361.370100
132.0,311.0718746185300,11.348717021506200,116.15882314745400,139390587776.94400,2565431654.3072200
132.5,314.20413732528700,11.462990171850000,117.32845621136100,140794147453.63300,2672229824.0059200
133.0,317.0353729724880,11.56628106634400,118.3856813341250,142062817600.95000,2586919660.959500
133.5,319.9772527217870,11.67360854757980,119.48422259549400,143381067114.59300,2566954477.7465500
134.0,322.7639329433440,11.775273943407200,120.52481006558100,144629772078.6970,2571645808.100710
134.5,325.7162821292880,11.882983377122600,121.62726076891100,145952712922.69400,2680823830.116910
135.0,328.74661016464200,11.993537683575900,122.75882992401200,147310595908.8140,2671928442.9954800
135.5,331.6791079044340,12.100522884523200,123.85386780474100,148624641365.68900,2656626706.2502100
136.0,334.67528772354100,12.209831374576500,124.97268551255300,149967222615.06400,2616915458.027890
136.5,337.519163608551,12.313583418064300,126.03463068643100,151241556823.71700,2601301015.7818600
137.0,340.4804973602300,12.421620632278000,127.14043635903800,152568523630.8460,2683302825.141880
137.5,343.5073730945590,12.53204898974460,128.27071637404900,153924859648.85900,2590308888.600130
138.0,346.26117634773300,12.632514947624900,129.29902709953800,155158832519.446,2648650098.529540
138.5,349.4182496070860,12.747693251933200,130.47792478949000,156573509747.38800,2743804021.3415500
139.0,352.3844037055970,12.855906325029100,131.58553045065600,157902636540.78800,2587190059.873870
139.5,355.1919684410100,12.958333642641300,132.6339165060520,159160699807.26200,2696687304.314450
140.0,358.4024827480320,13.075461616388700,133.83276987091800,160599323845.10200,2751691956.166570
140.5,361.3327989578250,13.182367229405800,134.9269931361910,161912391763.4290,2718924864.022000
141.0,364.4701883792880,13.296827415734500,136.09854059093700,163318248709.12400,2677013886.9786400
141.5,367.306973695755,13.400320776704000,137.1578380420060,164589405650.40700,2581315961.2934900
142.0,370.2307982444760,13.506989556916500,138.24963722534800,165899564670.4180,2516500347.963620
142.5,372.9229373931890,13.605205846700700,139.25492166530900,167105905998.37100,2626678771.1785600
143.0,376.0926423072820,13.720844986869900,140.4385362013300,168526243441.59600,2877154274.7128300
143.5,379.3437566757200,13.83945415723360,141.65255022757000,169983060273.0840,2764139494.019990
144.0,382.26125144958500,13.945892010674700,142.74198577968000,171290382935.61600,2655080379.1517900
144.5,385.2689833641050,14.055621951436200,143.86511721019600,172638140652.2360,2652757790.294590
145.0,388.1812949180600,14.161870707434600,144.9526172715920,173943140725.91100,2692222036.426820
145.5,391.2770974636080,14.274813695568600,146.1086355738850,175330362688.6630,2704464237.767640
146.0,394.2167294025420,14.382059170792800,147.20633746973200,176647604963.67800,2655994778.325170
146.5,397.2043647766110,14.491055937103900,148.3219645558230,177986357466.98800,2507860830.2218900
147.0,399.8134126663210,14.586240840053400,149.29622149491700,179155465793.90000,2584127639.9293800
147.5,402.9712493419650,14.701446995788200,150.47540425576400,180570485106.91700,2781359236.181730
148.0,406.02045035362200,14.812689837865800,151.61402085840200,181936825030.0820,2646774933.8735700
148.5,408.8779411315920,14.916938588321000,152.68105003399200,183217260040.79100,2564825366.737550
149.0,411.74425888061500,15.021509369807700,153.7513753306830,184501650396.81900,2646756451.450650
149.5,414.7845916748050,15.132428676076600,154.88668041020100,185864016492.24100,2661120178.528720
150.0,417.6829643249510,15.238168904342900,155.96897547945700,187162770575.34800,2550189531.388150
150.5,420.47573804855300,15.340056607090500,157.01183835302500,188414206023.62900,2650015340.618160
151.0,423.596887588501,15.453924319991600,158.17732159663900,189812785915.96600,2741163064.7384600
151.5,426.59307169914200,15.563232966611300,159.2961409069730,191155369088.3680,2613838615.383550
152.0,429.4300768375400,15.666734347260700,160.3555204427920,192426624531.35000,2609623447.795620
152.5,432.4168541431430,15.77569980898600,161.47082711347000,193764992536.1640,2662842783.0702500
153.0,435.37262654304500,15.883534130515700,162.57455609535000,195089467314.42000,2606729720.022520
153.5,438.2341787815090,15.987931053691100,163.64310188015500,196371722256.18600,2608961178.783390
154.0,441.19493103027300,16.095947053155000,164.74869041100300,197698428493.20400,2607097659.1220100
154.5,444.0523245334630,16.20019225477130,165.81568326275700,198978819915.30800,2648135475.2302900
155.0,447.10465908050500,16.311549416430000,166.95546997369500,200346563968.4340,2642233385.9286800
155.5,449.948881149292,16.415314089609000,168.01754441769700,201621053301.23700,2728924816.2858300
156.0,453.19468116760300,16.533729378555900,169.22957398726600,203075488784.72000,2759286949.9315200
156.5,456.1066610813140,16.63996603544930,170.31695020930700,204380340251.16800,2649100300.435850
157.0,459.10656237602200,16.749410294683100,171.43715757096300,205724589085.1560,2671157736.6469700
157.5,462.06776690483100,16.857442794508000,172.54291498984600,207051497987.81500,2650951854.598050
158.0,465.02257561683700,16.965241958178300,173.64628411646100,208375540939.75400,2605766924.6783800
158.5,467.88294291496300,17.06959565162550,174.714387427078,209657264912.4940,2593600896.5599400
159.0,470.81060123443600,17.176404297839900,175.80761819692800,210969141836.31300,2706633732.3363600
159.5,473.9232189655300,17.289960747999900,176.96991553735800,212363898644.83000,2720288503.5884700
160.0,476.8813500404360,17.397881120173700,178.0745252832520,213689430339.90200,2703500694.579830
160.5,479.9565031528470,17.510070762883600,179.22283278284200,215067399339.4100,2749144266.3561100
161.0,483.01649498939500,17.621707282526200,180.3654788385480,216438574606.25800,2658888185.593810
161.5,485.89022755622900,17.726548575994000,181.43857293750300,217726287525.0040,2690228926.136140
162.0,489.020161151886,17.840736754262400,182.60733627699500,219128803532.3940,2599759389.4153100
162.5,491.69199681282000,17.938212319615600,183.6050390953490,220326046914.4190,2582268500.495450
163.0,494.78289675712600,18.0509764480111,184.75922669407500,221711072032.89000,2736912641.6619000
163.5,497.79984498024000,18.16104262385760,185.88579963006700,223062959556.0810,2621780181.285190
164.0,500.63380885124200,18.264433051104100,186.94404351181200,224332852214.17500,2637741729.8420100
164.5,503.68637776374800,18.375798763028900,188.08391773826900,225700701285.92300,2722863115.771940
165.0,506.7103033065800,18.486119489779800,189.213096108289,227055715329.94700,2519575160.7464900
165.5,509.30920338630700,18.580934174033000,190.1835637055580,228220276446.6690,2551097947.8119500
166.0,512.4034769535070,18.693821381030900,191.339011064799,229606813277.75900,2673699550.542630
166.5,515.2759816646580,18.79861787910630,192.41164666434300,230893975997.21200,2714586729.563140
167.0,518.4615013599400,18.914833983929500,193.60116667276800,232321400007.32200,2746982250.224460
167.5,521.4063017368320,19.022268017312100,194.70079853953000,233640958247.4360,2612466856.3712500
168.0,524.2916293144230,19.12753232715240,195.77822238641100,234933866863.6930,2582099380.984890
168.5,527.1686599254610,19.232493941914000,196.85254802368400,236223057628.4210,2593153258.689150
169.0,530.0786559581760,19.338658221630600,197.93918343531900,237527020122.38200,2611795826.9042700
169.5,532.9972903728490,19.445137652154400,199.02904454610500,238834853455.32600,2675771077.586910
170.0,536.0500571727750,19.556510583530800,200.168992666641,240202791199.96900,2666431471.308720
170.5,538.9478487968450,19.662229614443500,201.25107077219500,241501284926.63400,2599036758.7330900
171.0,541.850213766098,19.76811549297100,202.3348566322520,242801827958.70200,2587050747.276310
171.5,544.7212567329410,19.87285866278420,203.4069463949260,244088335673.91100,2672617313.876400
172.0,547.8145768642430,19.985711085942400,204.56203772714900,245474445272.57900,2526924968.6132500
172.5,550.3604846000670,20.078592470645500,205.5127172021030,246615260642.52400,2545636872.622710
173.0,553.4955632686620,20.192968354655100,206.68340178766800,248020082145.2010,2735179887.8129900
173.5,556.4644658565520,20.301281699844900,207.79203377528100,249350440530.33700,2623744659.845700
174.0,559.3508594036100,20.40658489904430,208.86985567087300,250643826805.0470,2655597993.8258100
174.5,562.3908476829530,20.517491636508900,210.0050321034690,252006038524.16300,2599593047.6098600
175.0,565.1522574424740,20.618235099670500,211.03618321054700,253243419852.65700,2564859874.3825100
175.5,568.1147332191470,20.726313977948200,212.14241533212100,254570898398.54500,2595139424.716920
176.0,570.9437165260320,20.82952270116620,213.1987993978120,255838559277.37400,2534451053.923070
176.5,573.7707567214970,20.932660534588500,214.25445787705700,257105349452.4680,2590663900.6872300
177.0,576.7251877784730,21.040445920413800,215.35768598171800,258429223178.0610,2626358266.7364200
177.5,579.6318855285650,21.146489870138600,216.44308976600400,259731707719.20500,2554680119.126650
178.0,582.426355600357,21.248439460112700,217.48658608099000,260983903297.18800,2652938447.965090
178.5,585.552332162857,21.362483275443700,218.65387180597500,262384646167.1700,2663917754.9691800
179.0,588.3713042736050,21.465326763996400,219.70651754346400,263647821052.15700,2643092872.00766
179.5,591.4508068561550,21.577675086773000,220.85644919931400,265027739039.17700,2622593087.3852200
180.0,594.2240304946900,21.67884955119440,221.8920117829520,266270414139.54200,2548418530.6757800
180.5,597.1380009651180,21.78515882881220,222.98013130821100,267576157569.85300,2541274807.1654100
181.0,599.8952822685240,21.885751675077800,224.009740788923,268811688946.70800,2535503056.3369400
181.5,602.7963721752170,21.99159103598230,225.0930505218250,270111660626.1900,2664180248.1072700
182.0,605.8408167362210,22.10266035027780,226.22989099567900,271475869194.81500,2592583722.295470
182.5,608.5821278095250,22.202670560705900,227.2535369570710,272704244348.48600,2500708132.5870700
183.0,611.4215376377110,22.306259670739300,228.3138144395020,273976577327.4020,2605761369.268040
183.5,614.3972914218900,22.41482296552040,229.42500476479500,275310005717.7540,2666014388.1947300
184.0,617.3711652755740,22.52331767551150,230.53549309633100,276642591715.5970,2676644131.687200
184.5,620.3706409931180,22.632746408575300,231.6555415412010,277986649849.4410,2608699540.3237300
185.0,623.1928858757020,22.735709296419500,232.70940937993400,279251291255.92000,2536266070.5788000
185.5,626.0307149887090,22.839240737821600,233.76909660001600,280522915920.0200,2608335981.451600
186.0,629.0137951374050,22.948071317576000,234.88302269781,281859627237.37200,2617948871.184140
186.5,631.873076915741,23.05238540841720,235.95072065933600,283140864791.20400,2524165425.366580
187.0,634.6468646526340,23.153580452624600,236.98649388561500,284383792662.7390,2535964689.5683600
187.5,637.5324783325200,23.258855200226200,238.0640245673100,285676829480.7720,2648143487.8413700
188.0,640.556610584259,23.369183468259700,239.19328012548300,287031936150.5800,2583969738.07428
188.5,643.299010515213,23.46923340306770,240.21733268237200,288260799218.8460,2533980873.906430
189.0,646.2115848064420,23.575491744410300,241.30493085373900,289565917024.4860,2675773000.6134600
189.5,649.270416021347,23.687085921534400,242.44714351621700,290936572219.46000,2648659606.828000
190.0,652.1224825382230,23.79113678073280,243.51214719276200,292214576631.31400,2552096746.4884000
190.5,654.96581864357,23.89486913164430,244.57389080495700,293488668965.94800,2589621086.067380
191.0,657.9016265869140,24.00197509749020,245.6701647644850,294804197717.3820,2568829749.237490
191.5,660.6985635757450,24.10401468706140,246.71458226265500,296057498715.1860,2451655782.399110
192.0,663.3728795051580,24.201580739107200,247.71321124981700,297255853499.7810,4000150131.8501600
192.5,669.6255235672000,24.429693576962800,250.04804070586300,300057648847.0360,2947696020.4056400
193.0,669.951123714447,24.44157232343520,250.16962460015500,300203549520.18600,1388014677.0720200
193.5,672.7230951786040,24.54270110525450,251.2047196034230,301445663524.1080,2493268156.137330
194.0,675.5152411460880,24.64456590581400,252.24734806360300,302696817676.3240,3033726677.437870
194.5,679.4933302402500,24.789697018909200,253.73282516795500,304479390201.5460,2337030146.380250
195.0,680.7306890487670,24.83483911023180,254.1948731855870,305033847822.70400,1952095230.4353000
195.5,683.8497357368470,24.948630105587100,255.3595711933180,306431485431.9810,2566883005.2559800
196.0,686.4590895175930,25.043826168243100,256.3339423566330,307600730827.96,2450643949.8754300
196.5,689.3187305927280,25.148153367172800,257.40177448488000,308882129381.8570,2527637770.4924900
197.0,692.0999081134800,25.24961801005730,258.4403071653770,310128368598.4530,2526699867.660030
197.5,694.957456111908,25.353868848064800,259.50735770793000,311408829249.51700,2530457034.4001500
198.0,697.7470183372500,25.45563938694140,260.5490213607110,312658825632.85300,2524877158.897710
198.5,700.5921139717100,25.55943593008510,261.61142200701200,313933706408.41400,2480176724.859740
199.0,703.2819201946260,25.65756710862380,262.61583529809400,315139002357.7120,2465455314.82428
199.5,706.0941627025600,25.76016508363370,263.6659681026990,316399161723.2390,2553587839.987980
200.0,708.9806504249570,25.865471718596100,264.7438251647500,317692590197.7000,2647203768.8170800
200.5,712.001811504364,25.975691590478200,265.87197124338000,319046365492.0560,2447327369.908330
201.0,714.4422438144680,26.064724955296100,266.7832646396740,320139917567.6090,2510270809.956910
201.5,717.6038730144500,26.18006947225550,267.9638635850110,321556636302.0130,2533190616.7869900
202.0,720.095454454422,26.270968891346200,268.8942568203300,322673108184.3960,2394903633.4938400
202.5,722.9484746456150,26.375054543082500,269.959616612922,323951539935.50600,2496999789.3569300
203.0,725.6678996086120,26.474266290863000,270.9750899781270,325170107973.7530,2465772186.8826900
203.5,728.4512305259710,26.575809495297800,272.0144267686580,326417312122.38900,2507600580.614930
204.0,731.264002084732,26.67842677146810,273.0647571286400,327677708554.36800,2507079974.56604
204.5,734.0461711883550,26.77992758989380,274.1036600807960,328924392096.9550,2463717860.2435300
205.0,736.7621734142300,26.87901446725630,275.1178553455090,330141426414.6110,2440525945.142150
205.5,739.4925861358640,26.97862707726080,276.13743170174800,331364918042.0970,2347631151.3077400
206.0,742.0012791156770,27.07015077015860,277.07421463826600,332489057565.9190,2325871677.3930100
206.5,744.6831321716310,27.167991796328500,278.0756580995750,333690789719.49000,2443891775.958500
207.0,747.4552054405210,27.269124292251200,279.11079111823100,334932949341.8770,2473032680.8448500
207.5,750.2020909786220,27.369337873760600,280.13651866694600,336163822400.3350,2597017260.243350
208.0,753.2508552074430,27.48056478085600,281.2749721684340,337529966602.12100,2491445661.0446800
208.5,755.7621412277220,27.572183074664,282.2127233844830,338655268061.38000,2275271183.914860
209.0,758.3284783363340,27.665809776413100,283.1710314883630,339805237786.0360,2338788647.4193100
209.5,760.9815135002140,27.762599450374700,284.1617139239990,340994056708.7990,2421241727.0338100
210.0,763.7318575382230,27.862939207022400,285.1887329275580,342226479513.06900,2440271144.110720
210.5,766.4273598194120,27.96127819269110,286.1952732107580,343434327852.9100,2327250914.842290
211.0,768.9254815578460,28.052416219005800,287.1281086899260,344553730427.9120,2176337231.7124600
211.5,771.2841963768010,28.13846831563970,288.00888757051900,345610665084.62200,2504999152.8930100
212.0,774.5157785415650,28.256364900037200,289.2156079840040,347058729580.8050,2479536463.819090
212.5,776.8176693916320,28.340343909402300,290.07516795703400,348090201548.44100,2324168303.117980
213.0,779.7025232315060,28.445590936049400,291.1524149032690,349382897883.9230,2436095505.4039300
213.5,782.2541971206670,28.538682685133900,292.1052475448710,350526297053.8450,2241582427.82959
214.0,784.7049646377560,28.628093105381800,293.0204002597940,351624480311.7520,2359101898.456420
214.5,787.5189015865330,28.73075289803320,294.0711657935850,352885398952.3020,2412715454.1950100
215.0,790.0893161296840,28.824528355277500,295.0309964716230,354037195765.9470,2255833016.8396000
215.5,792.5531454086300,28.91441530282090,295.9510266409510,355141231969.1410,2281548690.7529900
216.0,795.1809484958650,29.010284444516300,296.9322870472500,356318744456.7000,2385918825.6330600
216.5,797.8776960372930,29.10866886054120,297.93929232897900,357527150794.77400,2420373266.8305700
217.0,800.5823895931240,29.207343167990800,298.949264769609,358739117723.53100,2362546146.026250
217.5,803.1500868797300,29.301019492596800,299.9080807840010,359889696940.8010,2228411618.285100
218.0,805.5554382801060,29.388773013912800,300.8062744515130,360967529341.81600,2251178330.82666
218.5,808.1739430427550,29.484302928365000,301.78406272635600,362140875271.62700,2332504409.987920
219.0,810.7607862949370,29.578677747959400,302.75002812650300,363300033751.8040,2378628631.5925900
219.5,813.4822244644170,29.67796294278720,303.76625325268300,364519503903.22000,2255065942.874760
220.0,815.793318271637,29.762277700141700,304.62924974556500,365555099694.6790,2214375339.9121700
220.5,818.4239490032200,29.858250001711700,305.6115660359430,366733879243.132,2357481748.501530
221.0,821.054407119751,29.954216005832200,306.5938178693170,367912581443.18000,2357404400.0960700